corp_code,corp_name,rcept_no,year,fs_type,status,extract_method,n_tables,input_tokens,output_tokens,DBO,PlanAsset,NetDBO,ServiceCost,InterestCost,InterestIncome,NetInterest,BenefitPayment,ActuarialGL,ActuarialGL_Financial,ActuarialGL_Demographic,ActuarialGL_Experience,RetirementBenefitCost,ExpectedContribution,DCPlanCost,SensitivityDR_1pct,SensitivitySG_1pct,DiscountRate_Min,DiscountRate_Max,DiscountRate_Mid,SalaryGrowth_Min,SalaryGrowth_Max,SalaryGrowth_Mid,Duration_Min,Duration_Max,Duration_Mid,SensitivityDR_1pct_down,SensitivitySG_1pct_down,DR_shock_raw,SG_shock_raw
00890652,솔젠트,20230321000622,2022,별도,OK,HEADING,3,3629,348,1697469000.0,1944423000.0,-246954000.0,494312000.0,82669000.0,70246000.0,12423000.0,184192000.0,1086613000.0,948952000.0,0.0,137661000.0,,,,,,,,,,,,,,,,,,
00892526,디케이앤디,20230321000889,2022,연결,OK,HEADING,9,6064,380,3918914000.0,2732697000.0,1186217000.0,540496000.0,93380000.0,62954000.0,30426000.0,437007000.0,365818000.0,121674000.0,244144000.0,,865382000.0,,294461000.0,-356745000.0,170934000.0,5.29,6.0,5.645,5.0,5.29,5.145,,,6.293,375555000.0,-154736000.0,1.0,1.0
00895985,파주에너지서비스,20230331003159,2022,별도,OK,HEADING,16,6412,368,1722529000.0,2346245000.0,-623716000.0,327689000.0,49824000.0,42686000.0,7138000.0,2417000.0,-235029000.0,243350000.0,0.0,7318000.0,385324000.0,148251000.0,,-81356000.0,88970000.0,,,5.31,,,4.69,,,5.1,86400000.0,-84424000.0,1.0,1.0
00896559,삼척블루파워,20230330000305,2022,별도,OK,HEADING,19,6734,365,2450760000.0,2993869000.0,-543109000.0,729652000.0,78171000.0,52570000.0,25601000.0,817970000.0,-16202000.0,386864000.0,0.0,-403066000.0,271118000.0,,,-116233000.0,133704000.0,,,5.15,,,2.0,,,8.63,130667000.0,-120826000.0,1.0,1.0
00899459,레이언스,20230320000777,2022,연결,OK,HEADING,13,5427,372,8523529000.0,6993974000.0,1529555000.0,1492375000.0,221425000.0,247080000.0,-25655000.0,1157447000.0,1088983000.0,,,,1466720000.0,,,-458468000.0,529903000.0,5.28,5.86,5.57,2.0,4.5,3.25,,,,527468000.0,-468530000.0,1.0,1.0
00899556,제룡산업,20230320000531,2022,별도,부분(0/7),HEADING,1,1702,314,,,,,,,,,,,,,,,334404000.0,,,,,,,,,,,,,,,
00903503,GS에너지,20230321000357,2022,연결,OK,HEADING,10,6432,382,50728000000.0,60713000000.0,-9985000000.0,5333000000.0,1272000000.0,1246000000.0,26000000.0,6449000000.0,-2630000000.0,,,,6060000000.0,,701000000.0,-2501000000.0,2837000000.0,5.24,5.28,5.26,3.5,5.0,4.25,,,6.04,2798000000.0,-2579000000.0,1.0,1.0
00904663,롯데오토리스,20230329001428,2022,별도,부분(2/7),HEADING,3,2554,325,2280258000.0,3200022000.0,-919764000.0,,,,,,,,,,,,28877000.0,,,,,,,,,,,,,,,
00904672,넷마블,20230321001358,2022,연결,OK,HEADING,15,5601,385,83366685000.0,91213252000.0,-7846567000.0,23456286000.0,,2385813000.0,35562000.0,20338463000.0,-9819808000.0,,,,23491848000.0,,17758000000.0,-3936196000.0,4487589000.0,5.35,6.47,5.91,3.69,5.68,4.685,3.3,10.52,6.91,4372217000.0,-4104167000.0,1.0,1.0
00905583,대우산업개발,20230331003747,2022,연결,OK,HEADING,9,4367,354,18719959000.0,2923361000.0,15796598000.0,3162832000.0,199852000.0,53712000.0,146140000.0,2418262000.0,1046594000.0,,,,3308972000.0,,,,,,,4.99,,,5.8,,,,,,,
00907323,자일자동차,20230331001423,2022,연결,OK,HEADING,14,5954,385,7257000000.0,6063000000.0,1194000000.0,1159000000.0,233000000.0,175000000.0,58000000.0,1578000000.0,1582000000.0,1259000000.0,0.0,323000000.0,,946000000.0,849000000.0,-394000000.0,437000000.0,5.23,6.31,5.77,2.33,3.68,3.005,,,7.08,440000000.0,-396000000.0,1.0,1.0
00908021,농협금융지주,20230331003713,2022,연결,OK,HEADING,17,7470,395,2225525000000.0,2330576000000.0,-105051000000.0,248881000000.0,64767000000.0,52471000000.0,12296000000.0,246036000000.0,-441551000000.0,-578494000000.0,,136443000000.0,261576000000.0,157638000000.0,29581000000.0,-193341000000.0,188505000000.0,5.1,5.3,5.2,,,,4.7,8.7,6.7,193341000000.0,-166191000000.0,1.0,1.0
00909349,농협생명보험,20230331004000,2022,연결,OK,HEADING,12,6654,375,101876000000.0,87779000000.0,14097000000.0,11935000000.0,2825000000.0,1731000000.0,1094000000.0,13896000000.0,16734000000.0,28778000000.0,0.0,-11580000000.0,13029000000.0,18392000000.0,,9328000000.0,9560000000.0,,,5.2,,,,,,,9328000000.0,-8406000000.0,1.0,1.0
00910202,대동고려삼,20220916000205,2022,별도,부분(3/7),HEADING,1,2165,325,2418628000.0,243474000.0,2175154000.0,,,,,472123000.0,,,,,,,,,,,,,,,,,,,,,,
00911229,라온로보틱스,20230321000970,2022,별도,OK,HEADING,9,4657,364,3562264000.0,901237000.0,2661027000.0,1033573000.0,51647000.0,30045000.0,21602000.0,287299000.0,-385558000.0,474120000.0,0.0,-88562000.0,1085220000.0,,,-154359000.0,180718000.0,,,5.37,,,5.0,,,,181672000.0,-156369000.0,1.0,1.0
00915492,홈앤쇼핑,20230330000726,2022,연결,OK,HEADING,9,5881,393,16855836000.0,24704652000.0,-7848816000.0,3473448000.0,759122000.0,925459000.0,-166337000.0,1861490000.0,5902339000.0,4522992000.0,833015000.0,546332000.0,3375427000.0,,,-1415986000.0,1694753000.0,5.56,5.87,5.715,2.81,4.58,3.695,3.8,9.6,6.7,1643643000.0,-1480329000.0,1.0,1.0
00916516,흥국에프엔비,20230320000347,2022,연결,OK,HEADING,8,5684,370,7594842000.0,8339816000.0,-744974000.0,1233966000.0,186409000.0,169407000.0,17002000.0,964953000.0,-478278000.0,1225334000.0,-40914000.0,-743970000.0,1250968000.0,,87013000.0,-413796000.0,459878000.0,,,5.297,,,4.0,,,,458154000.0,-422802000.0,1.0,1.0
00916826,드림씨아이에스,20230322000670,2022,연결,부분(0/7),HEADING,1,1822,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00918222,엘앤케이바이오,20230316001442,2022,연결,OK,HEADING,7,4670,361,2234687000.0,660759000.0,1573928000.0,396750000.0,68559000.0,22068000.0,46491000.0,60855000.0,140763000.0,-311823000.0,,140763000.0,443241000.0,,,-106724000.0,112315000.0,,,5.77,,,2.0,,,,106524000.0,-986328000.0,1.0,1.0
00920379,티엘비,20230320000695,2022,연결,OK,HEADING,17,6662,368,4785572000.0,5970530000.0,-1184958000.0,664430000.0,65110000.0,120352000.0,-55242000.0,202988000.0,273597000.0,-561720000.0,,835317000.0,609188000.0,,739101000.0,-181793536.0,210462528.0,,,5.32,,,3.0,,,7.84,210605168.0,-191542880.0,1.0,1.0
00922702,제이티비씨,20230331001632,2022,연결,OK,HEADING,5,2989,338,19689504000.0,7277734000.0,12411770000.0,3747920000.0,764772000.0,,,2300908000.0,2740084000.0,,,,,,,,,,,,,,,,,,,,,
00925295,에프엔씨엔터,20230321001361,2022,연결,OK,HEADING,17,6494,374,4098135943.0,4313883369.0,-215747426.0,858598461.0,145863536.0,160894872.0,-15031336.0,993513548.0,-573295970.0,-533636639.0,0.0,-39323331.0,843567125.0,,,-236028917.0,151318033.0,3.73,5.91,4.82,4.5,5.0,4.75,,,,146027879.0,-243069713.0,1.0,1.0
00925587,위드텍,20230315001322,2022,연결,부분(0/7),KEYWORD,1,2129,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00926522,테고사이언스,20230323000006,2022,연결,부분(0/7),HEADING,4,5770,714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00927512,세미솔루션,20230407003571,2022,연결,부분(2/7),HEADING,1,2075,317,650956000.0,,,,,,,51223000.0,,,,,,,,,,,,,,,,,,,,,,
00929228,엔에스컴퍼니,20230327000728,2022,별도,OK,HEADING,11,4660,351,4461488039.0,3223504232.0,1236386807.0,826335591.0,110717605.0,81971508.0,28746097.0,1173354306.0,332378152.0,,,,855081688.0,,,,,,,5.16,,,3.0,,,,,,,
00933504,메리츠캐피탈,20230331003131,2022,연결,부분(0/7),KEYWORD,5,5575,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00935821,넷마블네오,20230331003659,2022,별도,부분(2/7),HEADING,2,2113,323,9745277000.0,11306276000.0,-1560999000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
00936361,지에스엘,20230322000205,2022,연결,부분(0/7),HEADING,4,2679,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00937324,한국타이어앤테크놀로지,20230324001266,2022,연결,OK,HEADING,18,8117,398,428722795000.0,511102864000.0,-82380069000.0,53809240000.0,17073355000.0,17818573000.0,-745218000.0,37154288000.0,-92235687000.0,-98707232000.0,-365939000.0,6837484000.0,53064022000.0,5948186000.0,6528075000.0,-33734318000.0,39901039000.0,5.3,7.25,6.275,3.0,9.0,6.0,,,9.33,39548965000.0,-34613378000.0,1.0,1.0
00938688,SBI핀테크솔루션즈,20220627000062,2022,연결,부분(0/7),KEYWORD,1,1754,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00939289,나래에너지서비스,20230331003272,2022,별도,OK,HEADING,8,5280,376,16591615000.0,22491050000.0,-5899435000.0,2908559000.0,502736000.0,453834000.0,48902000.0,983924000.0,-2982464000.0,3021525000.0,0.0,-39061000.0,3411295000.0,2546169000.0,,-1034738.0,1134352000.0,,,5.3,,,4.83,,,6.77,1101472000.0,-1073782.0,0.5,0.5
00939331,한국콜마,20230322001251,2022,연결,OK,HEADING,11,8034,396,123608493000.0,162834063000.0,-39225570000.0,17382247000.0,3822392000.0,3937205000.0,-114813000.0,18569769000.0,26129110000.0,22942914000.0,749454000.0,2436742000.0,17267435000.0,,,-6824443000.0,7853064000.0,2.56,6.08,4.32,2.0,5.27,3.635,6.32,9.16,7.74,7634728000.0,-7127771000.0,1.0,1.0
00939429,삼보컴퓨터,20230331003949,2022,연결,부분(1/7),HEADING,6,4416,321,,,,,,,,4185501000.0,,,,,466000000.0,,466000000.0,,,,,,,,,,,,,,,
00939687,동일고무벨트,20230314000884,2022,연결,부분(2/7),HEADING,1,2166,323,15195607000.0,21097316000.0,-5914451000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
00939942,포시에스,20220916000448,2022,연결,OK,HEADING,4,3125,341,130760000.0,,130760000.0,19356000.0,2842000.0,,2842000.0,24000000.0,15804000.0,,,,,,706708000.0,-6623000.0,,,,4.66,,,,,,,7323000.0,,1.0,
00941549,강남터미널지하쇼핑몰,20230317000231,2022,별도,부분(3/7),HEADING,2,2350,323,569962829.0,538143115.0,31819714.0,,,,,6842376.0,,,,,,,,,,,,,,,,,,,,,,
00942131,앤디포스,20230323001117,2022,연결,OK,HEADING,9,5748,360,80546000.0,0.0,80546000.0,335591000.0,23853000.0,39397000.0,-15544000.0,326218000.0,-383478000.0,179451000.0,,204027000.0,-267677000.0,,581284000.0,-4523000.0,5187000.0,,,5.25,,,4.58,,,,5206000.0,-4590000.0,1.0,1.0
00956930,동아에스티,20230320001075,2022,연결,OK,KEYWORD,13,21292,395,102889092000.0,135784106000.0,-32895014000.0,11216072000.0,3021559000.0,3002722000.0,18837000.0,8602350000.0,-25488224000.0,-27398511000.0,1910287000.0,1910287000.0,11234909000.0,8181000000.0,,-8133593000.0,7793339000.0,5.16,5.17,5.165,3.5,4.86,4.18,,,9.02,9338832000.0,-7018318000.0,1.0,1.0
00957735,클리오,20230316000856,2022,연결,OK,HEADING,9,4334,360,8997469000.0,779000.0,8996690000.0,1362919000.0,162398000.0,,162398000.0,1189768000.0,-131041000.0,777059000.0,0.0,-646018000.0,,,,-535000000.0,646000000.0,,,5.37,,,3.0,,,10.18,572100195.0,-496537868.0,1.0,1.0
00958822,우리카드,20230315000925,2022,연결,OK,HEADING,12,7156,381,40985000000.0,56021000000.0,-15036000000.0,6597000000.0,1250000000.0,1556000000.0,-306000000.0,2649000000.0,-5880000000.0,-6964000000.0,-46000000.0,522000000.0,6291000000.0,5919000000.0,144000000.0,-3315000000.0,3936000000.0,,,5.35,,,5.09,,,,3849000000.0,-3440000000.0,1.0,1.0
00964595,엔바이오니아,20230330001678,2022,연결,OK,HEADING,14,6933,365,1940949000.0,549000.0,1940400000.0,470743000.0,26632000.0,16000.0,26616000.0,138789000.0,263175000.0,220778000.0,42397000.0,,777292000.0,,43248000.0,-71812000.0,83482000.0,,,5.36,,,5.0,,,9.3,83460407.0,-71814481.0,1.0,1.0
00965062,코셋,20230317000730,2022,연결,부분(4/7),HEADING,6,3419,334,3259656000.0,278351000.0,2981305000.0,605270000.0,,4893000.0,,407260000.0,,,,,605270000.0,,,,,,,,,,,,,,,,,
00965318,이노시뮬레이션,20230331001546,2022,연결,OK,HEADING,15,6450,357,354868000.0,144404000.0,210464000.0,62133000.0,10814000.0,2605000.0,8209000.0,29779000.0,-102269000.0,0.0,,-102269000.0,,,303000000.0,-14045000.0,15268000.0,,,5.08,,,2.0,,,,14951000.0,-14594000.0,1.0,1.0
00966168,디알젬,20230316000721,2022,연결,OK,HEADING,7,5891,353,168753000.0,23890000.0,144863000.0,75306000.0,2254000.0,,2254000.0,89001000.0,,,,,77560000.0,,898483000.0,-14598000.0,17206000.0,,,5.37,,,6.0,,,9.91,17475000.0,-14662000.0,1.0,1.0
00969642,에스이그린에너지,20230330000042,2022,별도,부분(0/7),KEYWORD,1,2084,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00970143,에스파워,20230330001341,2022,연결,OK,HEADING,7,4263,356,1778505000.0,2169845000.0,-391340000.0,149509000.0,42108000.0,45613000.0,-3505000.0,53329000.0,-187572000.0,324331000.0,0.0,-187572000.0,188112000.0,,,,,,,5.2,,,3.0,,,,,,,
00970268,사우스케이프,20230331004238,2022,별도,OK,HEADING,8,4036,358,4043897000.0,,4043897000.0,882795000.0,95629000.0,,95629000.0,514718000.0,240236000.0,174402000.0,,-414638000.0,978424000.0,,,-327638000.0,374506000.0,,,5.36,,,6.8,,,9.21,383360000.0,-326769000.0,1.0,1.0
00971726,옵티팜,20230317000636,2022,별도,OK,HEADING,8,5486,361,2411746220.0,853150606.0,1558595614.0,302783376.0,57148620.0,2360472.0,54788148.0,97781270.0,112711156.0,-67143610.0,,179854766.0,357571524.0,92862000.0,,,,,,5.34,,,5.08,,,8.69,,,,
00974927,NEW,20230321001370,2022,연결,부분(0/7),KEYWORD,2,2434,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00975290,에이스토리,20230321000923,2022,연결,OK,HEADING,10,5185,353,886997536.0,979907921.0,-92910385.0,306549940.0,23598460.0,18213928.0,5384532.0,205560993.0,-120841099.0,,,,311936189.0,,60336650.0,,,,,5.4,,,8.0,,,13.15,,,,
00977696,넥스쳐,20230322000688,2022,연결,부분(0/7),KEYWORD,2,4128,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00979074,SK인천석유화학,20230322001116,2022,별도,OK,HEADING,13,6866,378,66413670000.0,78887101000.0,-12473431000.0,5055312000.0,2193869000.0,2054342000.0,139527000.0,2387889000.0,5729917000.0,-9001229000.0,,14731146000.0,5194839000.0,,,-3963360000.0,4198046000.0,5.1,5.3,5.2,,,4.1,,,,4266902000.0,-3940138000.0,0.5,0.5
00980043,비큐AI,20230323000814,2022,연결,부분(2/7),HEADING,9,3933,332,,,,,,,,195928000.0,,,,,406981000.0,,458000000.0,-13000000.0,15000000.0,,,3.88,,,3.6,,,,,,,
00980061,보령엘엔지터미널,20230330000219,2022,별도,OK,HEADING,12,5237,366,2841950000.0,3045009000.0,-203059000.0,719963000.0,86977000.0,86091000.0,886000.0,582860000.0,-399323000.0,-632834000.0,,233511000.0,749927000.0,,41222000.0,-208719000.0,241039000.0,,,5.34,,,4.0,,,8.28,240036000.0,-213255000.0,1.0,1.0
00980122,JB금융지주,20230330001609,2022,연결,OK,HEADING,16,7519,402,227852000000.0,332556000000.0,-104704000000.0,26659000000.0,9785000000.0,11325000000.0,-1540000000.0,15335000000.0,-49536000000.0,-50893000000.0,2748000000.0,-1391000000.0,25119000000.0,,5358000000.0,-15712000000.0,18163000000.0,5.87,6.47,6.17,3.5,5.1,4.3,6.48,10.51,8.495,18234000000.0,-16465000000.0,1.0,1.0
00983271,NHN,20230320001095,2022,연결,OK,HEADING,10,6180,393,79497163000.0,16721567000.0,62775596000.0,17552759000.0,,461989000.0,1619391000.0,11723849000.0,4674896000.0,5779818000.0,3210092000.0,-2315012000.0,19172150000.0,,,-5202051000.0,5133507000.0,5.27,5.98,5.625,2.0,11.11,6.555,4.5,11.5,8.0,5202051000.0,-4597101000.0,1.0,1.0
00983934,아이스크림에듀,20230317000749,2022,별도,OK,HEADING,9,6936,374,5509052863.0,5754104314.0,-245051451.0,1754724384.0,135115188.0,123311952.0,11803236.0,2043723580.0,-130355794.0,-606984623.0,-3575884.0,480204713.0,1766527620.0,1531000000.0,,-197945352.0,212354818.0,,,5.22,,,5.52,,,3.931,214371516.0,-199777195.0,1.0,1.0
00985686,큐브엔터,20230322000862,2022,연결,OK,HEADING,16,7088,364,1152291000.0,1368432000.0,-216141000.0,488186000.0,25215000.0,30310000.0,-5095000.0,192310000.0,-92435000.0,-185366000.0,,92931000.0,487685000.0,,,-88347000.0,104663000.0,,,5.37,,,4.0,,,9.61,104152000.0,-90282000.0,1.0,1.0
00986898,팜스빌,20230420000543,2022,연결,OK,HEADING,8,5392,373,1255118000.0,,1255118000.0,139175000.0,53105000.0,,53105000.0,764370000.0,105060000.0,262507000.0,,-157447000.0,43225000.0,,58962000.0,-44268000.0,48152000.0,5.16,5.33,5.245,0.41,3.0,1.705,,,3.84,47469000.0,-45689000.0,1.0,1.0
00988364,SGA솔루션즈,20230322001045,2022,연결,부분(0/7),KEYWORD,2,4571,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00990165,아세아시멘트,20230315001378,2022,연결,부분(2/7),HEADING,2,2332,323,61654888000.0,55061182000.0,6593706000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
00990396,레드우즈,20230321001535,2022,연결,OK,HEADING,7,5785,353,48424000.0,,48424000.0,74812000.0,2336000.0,,2336000.0,71224000.0,39831000.0,10778000.0,,29053000.0,,,4979000.0,-3962000.0,4711000.0,,,5.35,,,3.72,,,,4593000.0,-4124000.0,1.0,1.0
00991225,더콘텐츠온,20230323000274,2022,연결,부분(0/7),HEADING,3,2172,314,,,,,,,,,,,,,,,33705000.0,,,,,,,,,,,,,,,
00992543,LK삼양,20230321000658,2022,연결,OK,HEADING,8,5279,374,7522501000.0,5655485000.0,1867016000.0,1367254000.0,207873000.0,142502000.0,65371000.0,785507000.0,2006338000.0,,,,1432625000.0,,,-389321000.0,442936000.0,5.21,5.24,5.225,2.46,2.99,2.725,,,5.71,442949000.0,-396394000.0,1.0,1.0
00992808,디더블유미디어홀딩스,20230330001759,2022,연결,OK,HEADING,7,5600,377,29492260000.0,5594489000.0,23897771000.0,3249089000.0,950277000.0,144836000.0,805441000.0,2267677000.0,7508370000.0,,,,4054530000.0,,16191000.0,-1862103000.0,1866645000.0,5.11,5.34,5.225,3.0,4.33,3.665,,,,1862103000.0,-1676595000.0,1.0,1.0
00992871,종근당,20230316000376,2022,연결,부분(2/7),HEADING,2,2557,326,42252491000.0,42165803000.0,86688000.0,,,,,,,,,,,,9028600000.0,,,,,,,,,,,,,,,
00993931,동양파일,20230316000789,2022,별도,부분(0/7),HEADING,1,1740,317,,,,,,,,,,,,,239608000.0,,239608000.0,,,,,,,,,,,,,,,
01003040,케이사인,20230317000501,2022,연결,부분(0/7),HEADING,3,2250,315,,,,,,,,,,,,,1048693000.0,,,,,,,,,,,,,,,,,
01004553,엘에스아이앤디,20230331000803,2022,연결,OK,HEADING,12,5626,396,216879000000.0,189705000000.0,27174000000.0,3252000000.0,6924000000.0,6298000000.0,626000000.0,18718000000.0,51846000000.0,,,66027000000.0,10176000000.0,1066000000.0,6534000000.0,-19409000000.0,361000000.0,4.89,6.17,5.53,2.74,5.0,3.87,8.33,16.8,12.565,22421000000.0,-155000000.0,1.0,1.0
01008762,데브시스터즈,20230321000909,2022,연결,OK,HEADING,6,3746,349,10960936000.0,10257061000.0,703875000.0,4149915000.0,227260000.0,227615000.0,-355000.0,1048500000.0,3665512000.0,3544981000.0,120376000.0,,,,,,,,,,,,,,,,,,,
01010110,더블유게임즈,20230320000648,2022,연결,OK,HEADING,13,6196,382,15940178000.0,19009994000.0,-3069816000.0,2833596000.0,258095000.0,522964000.0,-264869000.0,1489888000.0,828322000.0,-2548575000.0,97976000.0,3277921000.0,3349787000.0,,,-771174000.0,910377000.0,5.36,5.93,5.645,4.0,5.0,4.5,,,,904500000.0,-789220000.0,1.0,1.0
01010642,지씨셀,20230320001018,2022,연결,OK,HEADING,9,6351,387,20686920000.0,26351591000.0,-5664671000.0,6649513000.0,505366000.0,575813000.0,-70447000.0,3766279000.0,1948743000.0,2638114000.0,-198999000.0,-490372000.0,,2004316000.0,,-2196098000.0,2531766000.0,5.31,5.36,5.335,5.11,6.29,5.7,,,6.89,2495736000.0,-2237024000.0,1.0,1.0
01011438,에이치엘사이언스,20230320001027,2022,연결,부분(0/7),HEADING,1,1903,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01011562,우성아이비,20230331002059,2022,연결,부분(3/7),HEADING,6,3433,324,1231943000.0,966537000.0,265406000.0,,,,,227838000.0,,,,,,,,,,,,,,,,,,,,,,
01011872,엔에스엠,20230315001118,2022,연결,부분(0/7),KEYWORD,1,1975,314,,,,,,,,,,,,,,,110488000.0,,,,,,,,,,,,,,,
01012066,HK이노엔,20230320001014,2022,연결,OK,HEADING,15,5492,371,57593519000.0,75165809000.0,-17572290000.0,9551312000.0,2329394000.0,2542433000.0,-213039000.0,9744493000.0,-10176770000.0,10594905000.0,0.0,-418135000.0,,,,-3375298000.0,3945119000.0,,,6.08,,,3.96,,,7.2,3792731000.0,-3560578000.0,1.0,1.0
01013311,헥토이노베이션,20230323001116,2022,연결,OK,HEADING,36,15332,371,2329527000.0,3045918000.0,-716391000.0,1031497000.0,89580000.0,82380000.0,7200000.0,1147636000.0,-1174416000.0,-1218820000.0,,0.0,1041183000.0,,1968548000.0,-242273000.0,281936000.0,,,5.23,,,2.0,,,10.03,277671000.0,-244114000.0,1.0,1.0
01014055,에스트래픽,20230320000493,2022,연결,OK,HEADING,8,5606,358,4200727000.0,5746320000.0,-1545593000.0,1343412000.0,100554000.0,109292000.0,-8738000.0,832956000.0,-445960000.0,,,,1334675000.0,,,-245638000.0,281680000.0,,,5.32,,,3.0,,,,277479000.0,-253478000.0,1.0,1.0
01015160,PS일렉트로닉스,20230315000729,2022,연결,OK,HEADING,7,4338,351,1179150000.0,558474000.0,620676000.0,97736000.0,45604000.0,19684000.0,25920000.0,,316816000.0,,,,,,305386000.0,-94671000.0,108865000.0,,,5.33,,,3.0,,,,107317000.0,-97622000.0,1.0,1.0
01016479,오로스테크놀로지,20230317000628,2022,연결,OK,HEADING,2,3429,349,4235480636.0,2444336916.0,1791143720.0,812465277.0,64219056.0,47472792.0,16746264.0,203205801.0,1009128304.0,810560169.0,0.0,198568135.0,,,,,,,,,,,,,,,,,,
01016983,글로텍,20230331004291,2022,연결,부분(4/7),HEADING,1,1718,354,55841000000.0,,,2284000000.0,1675000000.0,,1675000000.0,3519000000.0,-1661000000.0,-1661000000.0,,,2959000000.0,,854119000.0,-4630000000.0,4920000000.0,,,,,,,,,,,,,
01018617,메디쎄이,20230314000660,2022,연결,부분(0/7),KEYWORD,1,1979,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01018802,엔솔바이오사이언스,20230321001083,2022,별도,OK,HEADING,12,5456,362,2569728000.0,622911000.0,1946817000.0,389743000.0,65418000.0,14078000.0,51340000.0,113394000.0,235515000.0,391458000.0,0.0,-162208000.0,441083000.0,,,-129442000.0,,,,5.29,,,3.0,,,5.62,145542000.0,,1.0,
01020524,자이글,20230322000911,2022,별도,부분(0/7),HEADING,1,1815,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01022902,애드바이오텍,20230322000694,2022,연결,부분(0/7),HEADING,1,1720,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01023318,센코,20230320000361,2022,연결,OK,KEYWORD,11,9487,352,3199544000.0,,3199544000.0,732450000.0,108991000.0,,108991000.0,363184000.0,685223000.0,516604000.0,,168619000.0,841441000.0,,,,,,,5.86,,,4.87,,,9.4,,,,
01025644,강스템바이오텍,20230322000479,2022,연결,부분(2/7),HEADING,2,2115,321,1074693000.0,103890000.0,970803000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
01028164,광주은행,20230322000959,2022,연결,OK,HEADING,9,6336,380,126664000000.0,186906000000.0,-60242000000.0,14908000000.0,5657000000.0,6694000000.0,-1037000000.0,6536000000.0,-30550000000.0,-30587000000.0,3094000000.0,-3057000000.0,,16515000000.0,,-8485000000.0,10009000000.0,,,6.25,,,4.68,,,7.8,9677000000.0,-8900000000.0,1.0,1.0
01032404,콜마비앤에이치,20230320001043,2022,연결,OK,HEADING,10,6823,389,16145313000.0,18226476000.0,-2081163000.0,3859005000.0,253484000.0,303439000.0,-49955000.0,2723153000.0,1205446000.0,1137878000.0,402052000.0,-335624000.0,3809050000.0,4266000000.0,,-743385000.0,823680000.0,5.12,5.2,5.16,5.0,6.0,5.5,,,5.51,833577000.0,-748588000.0,1.0,1.0
01032413,해성디에스,20230316000981,2022,연결,OK,HEADING,7,6593,381,35593187000.0,48821663000.0,-13228476000.0,7737316000.0,981008000.0,1065689000.0,-84681000.0,2691395000.0,5222986000.0,3953192000.0,1910099000.0,-640305000.0,8718324000.0,,1051524000.0,-2113901000.0,2536138000.0,,,6.21,,,4.18,,,6.78,2450129000.0,-2217448000.0,1.0,1.0
01032583,강동씨앤엘,20230320001022,2022,별도,부분(2/7),HEADING,1,2065,322,5320686000.0,5564112000.0,-243426000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
01035289,스타에스엠리츠,20230310000920,2022,연결,부분(0/7),KEYWORD,1,3282,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01035678,링크드,20230322001231,2022,연결,부분(0/7),HEADING,5,2628,314,,,,,,,,,,,,,,,231684000.0,,,,,,,,,,,,,,,
01036446,서연이화,20230321001225,2022,연결,OK,HEADING,12,7677,390,63033363000.0,57674365000.0,5358998000.0,7633793000.0,1570066000.0,1600660000.0,-30594000.0,7143663000.0,-5758409000.0,11169118000.0,199109000.0,-5127418000.0,7603199000.0,,,-4408509000.0,4522057000.0,5.18,5.94,5.56,3.19,3.31,3.25,,,8.7,4408509000.0,-4172607000.0,1.0,1.0
01037214,킵스파마,20230321001338,2022,연결,부분(0/7),HEADING,1,1737,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01037542,NPX,20220616000285,2022,연결,OK,HEADING,7,5014,361,2020330000.0,1972142000.0,48188000.0,214042000.0,56217000.0,54785000.0,1432000.0,51245000.0,78072000.0,81035000.0,,-2963000.0,215474000.0,,,-70700000.0,78780000.0,,,4.05,,,5.0,,,,80813200.0,-70712550.0,1.0,1.0
01041828,JTC,20220530000285,2022,연결,OK,HEADING,7,5237,360,530564000.0,,530564000.0,37066000.0,2938000.0,,2938000.0,22470000.0,-99000.0,711000.0,,-810000.0,40004000.0,0.0,8413000.0,,,0.6,3.0,1.8,,,,3.6,15.2,9.4,,,,
01042085,엑셈,20230320000794,2022,연결,부분(0/7),HEADING,2,2110,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
