corp_code,corp_name,rcept_no,year,fs_type,status,extract_method,n_tables,input_tokens,output_tokens,DBO,PlanAsset,NetDBO,ServiceCost,InterestCost,InterestIncome,NetInterest,BenefitPayment,ActuarialGL,ActuarialGL_Financial,ActuarialGL_Demographic,ActuarialGL_Experience,RetirementBenefitCost,ExpectedContribution,DCPlanCost,SensitivityDR_1pct,SensitivitySG_1pct,DiscountRate_Min,DiscountRate_Max,DiscountRate_Mid,SalaryGrowth_Min,SalaryGrowth_Max,SalaryGrowth_Mid,Duration_Min,Duration_Max,Duration_Mid,SensitivityDR_1pct_down,SensitivitySG_1pct_down,DR_shock_raw,SG_shock_raw
00223513,제이씨현시스템,20180330000832,2017,OK|연결,부분(0/7),1,2327,580,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00223762,KT지니뮤직,20180402004004,2017,OK|연결,OK,14,6101,406,OK,1234903000.0,1018026000.0,216877000.0,439227000.0,27530000.0,23046000.0,4484000.0,521173000.0,22677000.0,56919000.0,-15458000.0,-64138000.0,443711000.0,,,-183772000.0,191656000.0,,,2.76,,,5.1,,,,196880000.0,-180860000.0,0.5,0.5
00225159,SNT홀딩스,20180314000026,2017,OK|연결,OK,11,8579,433,OK,62291641000.0,977093000.0,61314548000.0,4525636000.0,1238365000.0,9869000.0,1228496000.0,7586641000.0,4192721000.0,-913828000.0,448441000.0,4658108000.0,5754132000.0,,4485631000.0,-2839890000.0,3040815000.0,2.48,2.75,2.615,3.0,4.2,3.6,,,,3103693000.0,-2839373000.0,1.0,1.0
00225706,JW생명과학,20180814002741,2017,OK|연결,OK,10,6681,421,OK,10599156000.0,9075244000.0,1523912000.0,1630549000.0,294439000.0,204479000.0,89960000.0,1135610000.0,204339000.0,240096000.0,-8704000.0,163255000.0,2161072000.0,,,-878809000.0,1004922000.0,,,3.4,3.81,4.0,3.905,,,8.61,1019989000.0,-883037000.0,1.0,1.0
00225742,LS마린솔루션,20180402001725,2017,OK|연결,OK,5,2886,358,OK,3884825000.0,3056208000.0,828617000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
00226228,한프,20180402000749,2017,OK|연결,OK,4,3439,379,OK,1698719000.0,654241000.0,1044478000.0,367561000.0,36357000.0,,,247691000.0,243096000.0,55327000.0,23124000.0,275299000.0,,,,,,,,,,,,,,,,,,
00226316,호전실업,20180409001556,2017,OK|연결,OK,5,4644,393,OK,18641207000.0,5221242000.0,13408805000.0,2720441000.0,955087000.0,112830000.0,842257000.0,3369263000.0,3530394000.0,2479945000.0,0.0,1050449000.0,3562698000.0,,,,,,,,,,,,,,,,,
00226352,케이엠더블유,20180402001927,2017,OK|연결,OK,2,2607,374,OK,2669486000.0,1167642000.0,1501844000.0,638297000.0,56396000.0,30297000.0,26099000.0,,,,,,664396000.0,,,,,,,,,,,,,,,,,
00226866,인탑스,20180330003568,2017,OK|연결,OK,16,6189,401,OK,12174447212.0,6631493970.0,5542953242.0,1962009996.0,206356249.0,119930356.0,86425893.0,2191922423.0,615576520.0,,,,2048435889.0,,,-513240160.0,570693661.0,,,2.81,,,3.0,,,,576135425.0,-518406477.0,1.0,1.0
00227333,네패스,20180402004884,2017,OK|연결,부분(0/7),1,2944,427,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00228059,휴온스글로벌,20180330001855,2017,OK|연결,부분(0/7),1,2037,351,부분(1/7),,,,,,,,,,,,,,,3996556000.0,,,,,,,,,,,,,,,
00228350,신화인터텍,20180402004098,2017,OK|연결,OK,5,5676,406,OK,9176949000.0,4645794000.0,4531155000.0,1458658000.0,149946000.0,88121000.0,61825000.0,699247000.0,395184000.0,-235837000.0,,631021000.0,1520483000.0,,,-445842000.0,480135000.0,,,2.7,,,4.93,,,,495770000.0,-440992000.0,1.0,1.0
00228536,현대에버다임,20180402004387,2017,OK|연결,OK,1,2281,365,OK,384175000.0,,384175000.0,173496000.0,10376000.0,,10376000.0,72000000.0,,,,,,,,,,,,,,,,,,,,,,
00228712,동우팜투테이블,20180402002820,2017,OK|연결,부분(0/7),1,3198,347,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00229021,인성정보,20180402001538,2017,OK|연결,OK,8,6985,433,OK,9728011000.0,6644385000.0,3083626000.0,1485071000.0,155184000.0,182526000.0,-27342000.0,676019000.0,-91022000.0,315239000.0,12000.0,-224229000.0,1528323000.0,1154884000.0,,-496476000.0,570090000.0,3.36,3.69,3.525,3.0,4.0,3.5,8.46,9.28,8.87,572095000.0,-503950000.0,1.0,1.0
00230036,드래곤플라이,20180330002340,2017,OK|연결,부분(0/7),1,2403,347,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00230425,나노엔텍,20180330000710,2017,OK|연결,OK,10,6519,403,OK,2505780000.0,952203000.0,1553577000.0,371097000.0,53231000.0,30306000.0,22925000.0,163125000.0,225660000.0,100945000.0,326605000.0,,394023000.0,,6569000.0,-215294000.0,245580000.0,,,3.39,,,,,,,215294000.0,-245580000.0,1.0,1.0
00230814,휴림에이텍,20180328000610,2017,OK|별도,OK,17,6399,404,OK,2607111000.0,2106876000.0,500235000.0,403489000.0,64097000.0,57929000.0,6168000.0,76211000.0,533984000.0,216912000.0,0.0,317072000.0,422230000.0,,,-128810000.0,143922000.0,,,3.11,,,,,,,143910000.0,-130922000.0,1.0,1.0
00230911,HRS,20180330000372,2017,OK|연결,OK,20,6905,409,OK,5613200000.0,5397795000.0,215405000.0,746227000.0,118083000.0,96418000.0,21665000.0,192659000.0,46024000.0,-362175000.0,,408199000.0,767892000.0,723000000.0,,-265749000.0,292925000.0,,,2.8,,,3.71,,,5.03,298538000.0,-266112000.0,1.0,1.0
00231044,우리기술,20180402002506,2017,OK|연결,OK,9,12417,405,OK,6714680000.0,1770512000.0,4940018000.0,618628000.0,111960000.0,42925000.0,69035000.0,281375000.0,636662000.0,133635000.0,0.0,503027000.0,687663000.0,,,-364243000.0,406864000.0,,,3.29,,,5.02,,,,417803000.0,-362258000.0,1.0,1.0
00231105,동성화인텍,20220211000457,2017,OK|연결,OK,23,40682,422,OK,8875954923.0,6896513120.0,1979441803.0,1941991657.0,235488282.0,159689182.0,75799100.0,1328142000.0,1214332016.0,397036018.0,100126726.0,717170272.0,,,,-59900000.0,66400000.0,2.97,3.0,2.985,4.53,4.57,4.55,,,6.44,67600000.0,-60000000.0,1.0,1.0
00231354,파워넷,20180330002619,2017,OK|연결,OK,14,5677,407,OK,3362883000.0,2253433000.0,1109450000.0,420313000.0,77164000.0,46216000.0,30948000.0,193861000.0,119171000.0,72881000.0,,46290000.0,451261000.0,,,-242878000.0,274583000.0,,,2.8,,,4.23,,,7.92,281245000.0,-242190000.0,1.0,1.0
00231363,LG유플러스,20180402004857,2017,OK|연결,OK,3,2852,363,OK,445589000000.0,316438000000.0,129151000000.0,,,,,,,,,,,,5159000000.0,,,,,,,,,,,,,,,
00231372,롯데관광개발,20180615000509,2017,OK|연결,OK,27,28886,407,OK,8568258000.0,1349105000.0,7219153000.0,1397352000.0,179409000.0,31649000.0,147760000.0,1979164000.0,-211892000.0,-211892000.0,,,1545112000.0,,,-365319000.0,417284000.0,,,2.82,,,3.87,,,6.094,414331000.0,-374438000.0,1.0,1.0
00231442,디지틀조선,20180329000705,2017,OK|연결,부분(0/7),1,2102,482,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00231512,세아창원특수강,20180330002101,2017,OK|별도,OK,6,5782,410,OK,48670869000.0,41323969000.0,7346900000.0,4898895000.0,975672000.0,869821000.0,105851000.0,6861275000.0,96645000.0,-1384701000.0,0.0,1480646000.0,,,,-2618072000.0,2964299000.0,,,2.67,,,3.68,,,,2954387000.0,-2674407000.0,1.0,1.0
00231664,우리기술투자,20180402004331,2017,OK|별도,OK,7,5004,407,OK,2582518220.0,2065855675.0,516662545.0,293875096.0,53298082.0,32821174.0,20476908.0,3158727390.0,132296595.0,54283794.0,,78012801.0,347173178.0,,,-100593443.0,110257772.0,,,2.9,,,3.0,,,4.11,111500009.0,-101437081.0,1.0,1.0
00231691,판타지오,20180402005011,2017,OK|연결,OK,5,4640,369,OK,71798135.0,0.0,71798135.0,182199504.0,0.0,0.0,0.0,210956700.0,,,,,182199504.0,,193000000.0,,,,,,,,,,,,,,,
00231707,비트컴퓨터,20180330001060,2017,OK|연결,OK,12,6016,396,OK,1870861000.0,1420390000.0,450471000.0,164092000.0,36276000.0,36286000.0,-10000.0,63576000.0,-6616000.0,40368000.0,-9358000.0,,164072000.0,,,-106015000.0,117105000.0,,,,,,,,,,120321000.0,-105370000.0,1.0,1.0
00231831,조아제약,20180402002033,2017,OK|연결,OK,8,6015,433,OK,6592954000.0,5299539000.0,1293415000.0,1310189000.0,153724000.0,110715000.0,43009000.0,602833000.0,-808414000.0,-546890000.0,13645000.0,-275169000.0,1463913000.0,,419317000.0,-327627360.0,374767512.0,2.65,2.87,2.76,3.81,4.0,3.905,5.49,9.11,7.3,374857920.0,-335619256.0,1.0,1.0
00231929,지에스이피에스,20180330003627,2017,OK|연결,OK,18,7125,416,OK,8015000000.0,6578000000.0,1437000000.0,1215000000.0,229000000.0,183000000.0,46000000.0,372000000.0,129000000.0,205000000.0,17000000.0,-351000000.0,1336000000.0,1006000000.0,75000000.0,-641200000.0,762425000.0,,,3.69,,,5.88,,,,769440000.0,-649215000.0,1.0,1.0
00232007,상지건설,20180621000436,2017,OK|연결,OK,17,13726,401,OK,197974000.0,10349000.0,187625000.0,123432000.0,12565000.0,11126000.0,1439000.0,424177000.0,14365000.0,4173000.0,,10192000.0,135997000.0,,,-10195661.0,11759655.0,,,3.27,,,3.0,,,,11838845.0,-10314445.0,1.0,1.0
00232089,바이온,20180330004092,2017,OK|연결,OK,7,9093,395,OK,551503042.0,193868104.0,357634938.0,192940618.0,15469128.0,6510034.0,8959094.0,300405764.0,-53976676.0,,,,201899712.0,,,-25021547.0,28244681.0,,,3.25,,,5.0,,,,29039709.0,-24864981.0,1.0,1.0
00232335,제주국제컨벤션센터,20180625000062,2017,OK|별도,OK,11,6441,384,OK,1199500000.0,688194000.0,511306000.0,141555000.0,34110000.0,18618000.0,15492000.0,189193000.0,-1841000.0,,,,161142000.0,,,,,,,3.39,,,3.35,,,,,,,
00232821,에이치엠넥스,20180322000297,2017,OK|연결,OK,17,8452,406,OK,1392343000.0,368045000.0,1024298000.0,368198000.0,27512000.0,9235000.0,18277000.0,183987000.0,75743000.0,97218000.0,5049000.0,17912000.0,46306000.0,,,-95302000.0,108887000.0,,,2.83,,,4.5,,,,111824000.0,-94816000.0,1.0,1.0
00233653,한국토지신탁,20180402002531,2017,OK|연결,OK,11,14581,403,OK,8551525000.0,7393057000.0,1158468000.0,1610013000.0,182348000.0,135432000.0,46916000.0,978611000.0,393298000.0,,,,1656929000.0,,245183000.0,-573415000.0,645487000.0,,,3.11,,,3.0,,,,653764000.0,-579722000.0,1.0,1.0
00234227,유진로봇,20180402003954,2017,OK|연결,부분(0/7),2,2916,487,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00234412,신세계인터내셔날,20180403001874,2017,OK|연결,OK,29,35639,439,OK,30929336000.0,29724664000.0,1204672000.0,5671770000.0,509492000.0,491079000.0,18413000.0,2999793000.0,3282240000.0,-431870000.0,0.0,3714110000.0,5690183000.0,8136795000.0,,-1192539000.0,1305108000.0,2.58,3.0,2.79,4.66,6.95,5.805,3.83,8.45,6.14,1311810000.0,-1208972000.0,1.0,1.0
00234865,세종,20180402001678,2017,OK|연결,부분(0/7),1,2249,553,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00234971,제이비우리캐피탈,20180329001023,2017,OK|연결,OK,6,5317,389,OK,22185477000.0,19404534000.0,2780943000.0,2828793000.0,641659000.0,550061000.0,91598000.0,3387813000.0,910699000.0,1025713000.0,17118000.0,-132132000.0,,,,,,,,,,,,,,,,,,
00235147,에이팸,20180402004197,2017,OK|연결,부분(0/7),1,2090,347,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00235183,에이치케이,20180330000237,2017,OK|연결,부분(0/7),1,2322,350,부분(1/7),,,,,,,,,,,,,,,415034000.0,,,,,,,,,,,,,,,
00238001,블루콤,20180402001686,2017,OK|연결,OK,9,6409,397,OK,3850743000.0,3071462000.0,779281000.0,641695000.0,81858000.0,51543000.0,30315000.0,121341000.0,450814000.0,,,,672009000.0,,,-225668000.0,-201124000.0,,,2.78,,,3.27,,,,196274000.0,227269000.0,1.0,1.0
00238199,로지시스,20180402002904,2017,OK|별도,OK,12,7494,413,OK,7333424000.0,5679961000.0,1653463000.0,738623000.0,167019000.0,138228000.0,28791000.0,327966000.0,493726000.0,522696000.0,,-28970000.0,767413000.0,821371000.0,382734000.0,-722140000.0,839166000.0,,,3.1,,,5.0,,,10.09,847052000.0,-729341000.0,1.0,1.0
00238782,다우데이타,20210317001156,2017,OK|연결,OK,16,7233,419,OK,36690911000.0,35957546000.0,733365000.0,6684619000.0,821423000.0,790145000.0,31278000.0,4959879000.0,212417000.0,302285000.0,0.0,-514702000.0,,,,-5497052000.0,6320870000.0,2.76,4.08,3.42,2.93,6.0,4.465,,,,6271077000.0,-5463887000.0,1.0,1.0
00238977,에스엠화진,20180330003955,2017,OK|연결,OK,5,4048,404,OK,7977807000.0,5543729000.0,2434078000.0,1599220000.0,187701000.0,175371000.0,12330000.0,2191782000.0,1264346000.0,505312000.0,,759034000.0,,,,-662338181.0,741536851.0,,,2.88,,,6.59,,,,773847479.0,-654060174.0,1.0,1.0
00239514,삼진엘앤디,20180330003430,2017,OK|연결,OK,9,5660,404,OK,4753693000.0,4009240000.0,744453000.0,927960000.0,148665000.0,138567000.0,10098000.0,1355816000.0,213901000.0,18082000.0,,287845000.0,938058000.0,,,-223494000.0,254308000.0,,,3.26,,,6.77,,,,260661000.0,-222707000.0,1.0,1.0
00239596,쎄니트,20180329000977,2017,OK|연결,부분(0/7),1,2199,522,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00239639,삼표시멘트,20180330000923,2017,OK|연결,OK,23,8416,430,OK,109066000000.0,67505000000.0,41561000000.0,8562000000.0,2577000000.0,1469000000.0,1108000000.0,12694000000.0,689000000.0,459000000.0,161000000.0,-1309000000.0,9670000000.0,,,-6980000000.0,7761000000.0,2.46,2.78,2.62,4.4,6.0,5.2,,,,7782000000.0,-7091000000.0,1.0,1.0
00239675,에어미디어,20180329000693,2017,OK|별도,부분(0/7),1,1956,347,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00240857,바이오스마트,20180402004089,2017,OK|연결,OK,7,5184,412,OK,7717606000.0,5129855000.0,2587751000.0,1349148000.0,132383000.0,115695000.0,16688000.0,586425000.0,517298000.0,,,,1334712000.0,,,-409033000.0,455339000.0,1.7,2.89,2.295,2.5,5.0,3.75,,,,470774000.0,-409033000.0,1.0,1.0
00241005,코오롱ENP,20180402002677,2017,OK|연결,OK,7,5010,421,OK,12610976000.0,9898318000.0,2712658000.0,1891569000.0,268706000.0,209589000.0,59117000.0,1217159000.0,462768000.0,635115000.0,842219000.0,255664000.0,1950686000.0,2182310000.0,,-1146891000.0,1333642000.0,,,3.08,,,4.0,,,10.18,1359608000.0,-1148491000.0,1.0,1.0
00241209,모아텍,20170629000187,2017,OK|연결,OK,12,11698,397,OK,2964396000.0,2708563000.0,255833000.0,144812000.0,20452000.0,22025000.0,-1573000.0,180331000.0,-75539000.0,,,,143240000.0,,,-226417000.0,267975000.0,,,2.94,,,5.0,,,,262189000.0,-235019000.0,1.0,1.0
00241236,에이치씨코퍼레이션,20180402002981,2017,OK|연결,OK,13,5999,396,OK,1509964487.0,797788928.0,712175559.0,369751923.0,28572012.0,22969260.0,5602752.0,273632610.0,123762356.0,,,,375354675.0,,,-108414747.0,91431028.0,,,2.79,,,5.23,,,,93689989.0,-91431028.0,1.0,1.0
00242378,이지홀딩스,20180330001732,2017,OK|연결,부분(0/7),2,2126,356,부분(3/7),,,,,,,,,,,,,,,,,,,,,,,,5.62,9.18,7.4,,,,
00242712,엘컴텍,20180402004382,2017,OK|연결,OK,19,7917,412,OK,1415454000.0,849000000.0,566454000.0,265606000.0,23733000.0,11299000.0,12434000.0,87846000.0,43645000.0,62860000.0,0.0,-106505000.0,291632000.0,229000000.0,13592000.0,-112220000.0,129866000.0,,,2.4,,,3.72,,,9.12,131051000.0,-113562000.0,1.0,1.0
00242934,케이엠,20180330001808,2017,OK|연결,OK,15,5989,386,OK,5726678000.0,3162816000.0,2563862000.0,779362000.0,125385000.0,65861000.0,59524000.0,371743000.0,29021000.0,,,,838886000.0,,,,,,,2.98,,,7.0,,,,,,,
00243067,부방,20180402003700,2017,OK|연결,OK,9,5652,424,OK,15853793000.0,13299704000.0,2554089000.0,2966825000.0,414215000.0,312079000.0,102136000.0,1025091000.0,1112575000.0,807694000.0,,304881000.0,3068961000.0,,,-880424000.0,992624000.0,3.31,3.7,3.505,,,5.0,5.34,9.48,7.41,1015588000.0,-878481000.0,1.0,1.0
00243757,인포뱅크,20180330002466,2017,OK|연결,OK,13,14402,409,OK,5932209000.0,5266381000.0,665828000.0,759365000.0,105190000.0,62055000.0,43135000.0,526920000.0,124007000.0,-314017000.0,130950000.0,307074000.0,802500000.0,,,-268271000.0,260754000.0,,,2.65,,,4.78,,,3.0,244507000.0,-242599000.0,1.0,1.0
00243979,수성웹툰,20181002000252,2017,OK|연결,OK,10,8777,403,OK,2056566000.0,2280230000.0,-225518000.0,252560000.0,63207000.0,47022000.0,16185000.0,751214000.0,88831000.0,-22809000.0,,111640000.0,315767000.0,,,-120202000.0,121002000.0,,,2.75,,,3.27,,,,105742000.0,-108328000.0,1.0,1.0
00243988,에스케이브로드밴드,20180402003789,2017,OK|연결,OK,8,5820,435,OK,92626525000.0,48884908000.0,43741617000.0,22341288000.0,2299683000.0,687026000.0,1612657000.0,6272824000.0,-4452722000.0,3216574000.0,0.0,1236148000.0,23953945000.0,,973486000.0,-9197291000.0,9900584000.0,3.2,4.03,3.615,4.37,5.47,4.92,,,11.36,9907832000.0,-9276873000.0,1.0,1.0
00244419,디에스티,20180330002434,2017,OK|연결,부분(0/7),2,4826,502,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00244455,케이티앤지,20201119000225,2017,OK|연결,OK,15,17807,436,OK,427161000000.0,351378000000.0,75783000000.0,45794000000.0,8837000000.0,6111000000.0,2726000000.0,20719000000.0,33089000000.0,45910000000.0,-777000000.0,-12044000000.0,48520000000.0,,6968000000.0,-36363000000.0,41435000000.0,2.3,2.98,2.64,3.0,5.33,4.165,,,,42155000000.0,-36459000000.0,1.0,1.0
00244561,그래디언트,20180402001773,2017,OK|연결,OK,4,5041,397,OK,21950293000.0,20569317000.0,1380976000.0,4035613000.0,628127000.0,562536000.0,65591000.0,2344329000.0,1033426000.0,235153000.0,591542000.0,206731000.0,4154037000.0,4300000000.0,,,,,,,,,,,,,,,,
00244783,한네트,20180402003349,2017,OK|별도,OK,8,5455,406,OK,2152717000.0,1625268000.0,527449000.0,253575000.0,53517000.0,41809000.0,11708000.0,44907000.0,88806000.0,48299000.0,,40507000.0,,243625000.0,,-172037000.0,194658000.0,,,3.03,,,4.08,,,9.24,198535000.0,-172163000.0,1.0,1.0
00245472,티씨케이,20180405002304,2017,OK|연결,부분(0/7),2,2244,350,부분(1/7),,,,,,,,,,,,,,,919063000.0,,,,,,,,,,,,,,,
00245898,에스에이치엔엘,20190628000356,2017,OK|연결,OK,12,9891,395,OK,387920277.0,294885875.0,93034402.0,173528322.0,10957260.0,28972826.0,-18015566.0,239120581.0,-66581982.0,,,,155512756.0,,,-30355594.0,35383950.0,,,3.29,,,5.04,,,,35649793.0,-30705704.0,1.0,1.0
00246301,한솔교육,20180402004090,2017,OK|연결,부분(1/7),6,3895,355,부분(2/7),,18181926000.0,,,,,,3555325000.0,,,,,,,,,,,,,,,,,,,,,,
00246620,케이엘넷,20180402004596,2017,OK|연결,OK,6,5403,401,OK,6247081000.0,5412009000.0,833176000.0,1093718000.0,188235000.0,78017000.0,110218000.0,495074000.0,1033606000.0,,,,1203936000.0,,,-484687000.0,573561000.0,,,3.29,,,5.0,,,,559130000.0,-505742000.0,1.0,1.0
00247975,솔브레인홀딩스,20180402004748,2017,OK|연결,부분(0/7),2,2202,351,부분(1/7),,,,,,,,,,,,,8221054000.0,,,,,,,,,,,,,,,,,
00248053,지에스엔텍,20180402003783,2017,OK|별도,OK,10,9125,408,OK,7774527000.0,7678154000.0,96373000.0,1570543000.0,146826000.0,136408000.0,10418000.0,773564000.0,117439000.0,-355941000.0,-22190000.0,95570000.0,1580961000.0,,,-392087000.0,425639000.0,,,2.84,,,2.82,,,,415066000.0,-405383000.0,1.0,1.0
00248938,엠지캐피탈,20180326000444,2017,OK|연결,OK,12,4992,388,OK,7433856000.0,7179949000.0,253907000.0,1343825000.0,169288000.0,184431000.0,-15143000.0,1095811000.0,-524840000.0,,,,1328682000.0,,,,,,,3.01,,,2.0,,,,,,,
00249034,드림라인,20180402001270,2017,OK|연결,OK,7,6299,404,OK,3309195000.0,1811136000.0,1498059000.0,639062000.0,57024000.0,19965000.0,37059000.0,28380000.0,118373000.0,-121024000.0,,239397000.0,676121000.0,,,-208637000.0,231131000.0,,,3.11,,,4.7,,,,236992000.0,-207751000.0,1.0,1.0
00249098,티에이케이정보시스템,20170628000086,2017,OK|별도,부분(0/7),16,9924,730,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00249247,YG PLUS,20180614000766,2017,OK|연결,OK,11,4623,391,OK,643000606.0,0.0,643000606.0,93240320.0,10845896.0,0.0,10845896.0,122715641.0,18968356.0,,,,104086216.0,,,-39460138.0,56573326.0,,,2.98,,,4.0,,,,46494039.0,-39485839.0,1.0,1.0
00249441,씨씨에스,20180402003565,2017,OK|연결,OK,7,4492,365,OK,182573130.0,,182573130.0,57798768.0,,,,40714430.0,,,,,,,,,,,,3.76,,,4.0,,,,,,,
00249502,골드앤에스,20180402004731,2017,OK|연결,OK,4,4154,380,OK,530802000.0,,530802000.0,191208000.0,12780000.0,,12780000.0,347377000.0,46567000.0,46567000.0,,,203988000.0,,,,,,,3.69,,,3.47,,,,,,,
00249894,테라젠이텍스,20180330003484,2017,OK|연결,OK,14,12935,425,OK,5377194472.0,3168140987.0,2209053485.0,1181033720.0,102074505.0,53662604.0,48411901.0,1136264487.0,366431524.0,-90046434.0,456477958.0,456477958.0,1229445621.0,,,-212800175.0,234650271.0,2.72,3.27,2.995,2.0,6.45,4.225,,,4.9,235040861.0,-216445678.0,1.0,1.0
00249982,솔본,20180330003917,2017,OK|연결,OK,6,4746,388,OK,2268232000.0,31775000.0,2236457000.0,1037863000.0,30879000.0,,30879000.0,1750861000.0,149868000.0,,149868000.0,,,,1382541000.0,,,,,2.16,,,2.5,,,,,,,
00250137,와이어블,20180330003202,2017,OK|별도,부분(0/7),1,3739,565,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00250614,삼영엠텍,20180511002329,2017,OK|별도,OK,14,8172,412,OK,4630788000.0,5382077000.0,-751289000.0,724354000.0,78529000.0,98138000.0,-19609000.0,670139000.0,-510268000.0,-341925000.0,-83373000.0,-135446000.0,704745000.0,217000000.0,,-223818000.0,256138000.0,,,3.13,,,2.0,,,8.11,255630000.0,-228320000.0,1.0,1.0
00250997,대정화금,20180330001387,2017,OK|연결,부분(0/7),1,2078,449,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00252001,해원에스티,20180330000502,2017,OK|별도,OK,1,2198,361,OK,1379137000.0,,1379137000.0,,,,,51564000.0,,,,,188467000.0,,,,,,,,,,,,,,,,,
00252135,주성엔지니어링,20180329000207,2017,OK|연결,OK,14,5980,413,OK,13605437000.0,13062348000.0,543089000.0,2017961000.0,246259000.0,240462000.0,5797000.0,799830000.0,-3768331000.0,4050275000.0,-84249000.0,-3802307000.0,2023758000.0,,,-908890000.0,1057567000.0,,,3.01,,,3.96,,,,1056386000.0,-926359000.0,1.0,1.0
00252269,아이에이,20180330003056,2017,OK|연결,OK,7,4966,404,OK,4262709000.0,,4262709000.0,918405000.0,93860000.0,,93860000.0,834095000.0,-196287000.0,223385000.0,,-27098000.0,1440581000.0,,428316000.0,-72400000.0,79600000.0,,,3.75,,,5.31,,,8.83,80200000.0,-73000000.0,0.5,0.5
00253985,국보디자인,20180330003745,2017,OK|연결,OK,18,6904,401,OK,8320355000.0,5441176000.0,3491098000.0,1141237000.0,152562000.0,78612000.0,73950000.0,1098738000.0,213446000.0,,,,1215188000.0,,,-214949000.0,46759000.0,,,2.39,,,4.0,,,,231312000.0,-214241000.0,1.0,1.0
00254045,우리은행,20181114001021,2017,OK|연결,OK,10,7108,419,OK,1071170000000.0,1027906000000.0,43264000000.0,146750000000.0,26629000000.0,30601000000.0,-3972000000.0,55552000000.0,-6264000000.0,,,,142902000000.0,125818000000.0,3946000000.0,-116405000000.0,136707000000.0,,,3.18,,,6.18,,,,137151000000.0,-117765000000.0,1.0,1.0
00254948,한화호텔앤드리조트,20200515000691,2017,OK|연결,OK,10,6332,436,OK,112366157000.0,5314968000.0,107051189000.0,18011079000.0,3167896000.0,184000000.0,2983896000.0,14782881000.0,-2341004000.0,2756058000.0,,-415054000.0,20994975000.0,,,-7303191605.0,8330849637.0,3.34,3.64,3.49,4.03,5.21,4.62,7.31,9.82,8.565,8358033808.0,-7404924593.0,1.0,1.0
00255044,현대에이치티,20180329000210,2017,OK|연결,OK,7,8483,400,OK,6167849000.0,6034728000.0,132943000.0,671258000.0,109973000.0,157116000.0,-47142000.0,499756000.0,451308000.0,126087000.0,,325221000.0,,,,-351230000.0,400392000.0,,,3.67,,,5.16,,,,404531000.0,-354382000.0,1.0,1.0
00255105,케이바이오,20200807000431,2017,OK|별도,OK,9,4326,379,OK,43292000.0,371000.0,42921000.0,45796000.0,721000.0,17000.0,704000.0,78378000.0,9065000.0,,,,43292000.0,,,,,,,2.82,,,2.0,,,,,,,
00255141,글로앤웰,20180412002618,2017,OK|연결,OK,9,9023,389,OK,1328410000.0,0.0,1328410000.0,537464000.0,37437000.0,0.0,37437000.0,1154895000.0,-24910000.0,-58458000.0,0.0,33548000.0,574901000.0,,,,,,,2.87,,,4.39,,,,,,,
00255257,현대아산,20180402003840,2017,OK|별도,OK,4,2855,362,OK,8782664000.0,3906579000.0,4876085000.0,,,,,301017000.0,,,,,,,,,,,,,,,,,,,,,,
00255275,HB테크놀러지,20180330002514,2017,OK|별도,OK,9,5753,408,OK,9984739000.0,8952423000.0,1032316000.0,2709966000.0,233544000.0,271643000.0,-38099000.0,729437000.0,376565000.0,420635000.0,,-44070000.0,2671867000.0,,,-882698000.0,1043604000.0,,,3.34,,,6.71,,,,1049328000.0,-894444000.0,1.0,1.0
00255619,강원랜드,20180330001248,2017,OK|연결,OK,11,7089,434,OK,154826778000.0,179885585000.0,-25058807000.0,21899615000.0,4467228000.0,4352098000.0,115130000.0,3127739000.0,19832709000.0,21599654000.0,742974000.0,3238410000.0,22014745000.0,,,-26677607000.0,26512570000.0,2.95,3.32,3.135,1.46,2.92,2.19,,,18.8,21901517000.0,-22176564000.0,1.0,1.0
00256043,비씨월드제약,20180329000443,2017,OK|연결,부분(0/7),1,2402,347,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
