법인코드,법인명,접수번호,결산연도,처리상태,발췌테이블수,입력토큰,출력토큰,확정급여채무,사외적립자산,순확정급여부채,당기근무원가,이자비용,이자수익,순이자비용,급여지급액,보험수리적손익,퇴직급여비용합계,예상기여금,확정기여제도비용,할인율_최소,할인율_최대,할인율_중간,임금상승률_최소,임금상승률_최대,임금상승률_중간,듀레이션_최소,듀레이션_최대,듀레이션_중간
00372873,KTis,20250318000822,2024,OK,12,12713,295,99372032000,100743531000,-1371499000,17559305000,3118615000,3447192000,-328577000,12388923000,2407633000,17713226000,16383014000,4954457000,,,3.49,,,2.7,,,3.2
00372882,KTcs,20250320001127,2024,OK,7,10676,291,88374294444,98468653485,-10094359041,8319781744,2805608532,3342236328,-536627796,10089952700,839153730,8074589294,7398000000,,,,,,,,2.085,7.696,4.8905
00373571,스타코링크,20250407004376,2024,OK,9,12833,272,795557000,194161000,601396000,35744000,3771000,1326000,2445000,18389000,213624000,103343911,,,,,,,,,,,4.27
00373845,에스카테크,20250328001042,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00375931,인선이엔티,20250320001642,2024,OK,9,13967,277,9820840000,9241030000,579810000,1613449000,294916000,433624000,-138708000,1471322000,287949000,1474742000,,169221000,,,,,,,,,
00377018,기가레인,20250319000695,2024,OK,8,11551,275,8584877000,2936901000,5647976000,1482268000,264299000,176043000,88256000,1482074000,75772000,1570524000,,,,,,,,,,,
00378220,버킷스튜디오,20250328001184,2024,부분(0/7),4,6546,242,,,,,,,,,,368534000,,,,,,,,,,,
00378363,3S,20240619000239,2024,OK,5,4213,270,1195939000,550218000,645721000,275838000,27797000,14287000,13510000,66157000,73238000,,,42996000,,,,,,,,,
00378628,KH바텍,20250320000605,2024,OK,5,8792,270,16974378965,16215433761,758945204,1303417416,247407722,705151977,-457744255,744287722,2547849376,,,,,,,,,,,,
00379016,이엘케이,20250331003048,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00379229,에스에이티,20250318000708,2024,부분(3/7),4,6856,261,4228973000,2786513000,1442460000,,,140003000,,1083785000,,587012000,,,,,,,,,,,
00380429,CMG제약,20250320000895,2024,OK,7,10200,274,8233206730,7142372705,1090834025,1746300861,256346667,292581042,-36234375,888136629,67419523,1710066486,,,,,,,,,,,
00382199,신한지주,20250318000993,2024,OK,4,10346,281,2345148000000,2461871000000,-116723000000,164062000000,107274000000,122178000000,-14904000000,143331000000,18528000000,,176412000000,,,,,,,,,,
00382834,한국남부발전,20250331003552,2024,OK,5,12436,271,204401993696,74587752902,130914217279,19256461903,7421089914,,,12048347440,25580760151,28806189520,,,,,,,,,,,
00383019,한국서부발전,20250331002077,2024,OK,6,10244,283,189850427605,52304507428,137545920177,16493453798,6989560424,2161803638,4827756786,3702476620,17887827011,21321210584,,8385851400,,,,,,,,,
00384717,비엘팜텍,20250321001659,2024,OK,8,12432,282,1003251812,393317064,609934748,251953915,36736729,25499557,11237172,294288659,-50922006,263191086,129290394,,,,,,,,4.52,9.92,7.22
00384887,에이테크솔루션,20250328001826,2024,부분(3/7),6,10580,261,8988225000,7521930000,1466295000,,,,,,-477263515,,1268479000,,,,,,,,,,4.7
00385336,홈캐스트,20250318000953,2024,OK,8,13610,271,2778834000,2780712000,-1878000,486584000,39308000,148291000,-108983000,366751000,-58710000,377601000,,,,,,,,,,,
00385363,빅텍,20250318000571,2024,OK,6,12167,284,13089062349,9440353741,3642460351,869848224,543912840,395450940,148461900,811289610,1331093205,1018310124,1159246000,30786000,,,,,,,,,5.87
00385415,일신바이오,20250407001339,2024,부분(4/7),11,13730,268,4429793000,4487172000,-57379000,141293000,171385000,174919000,-3534000,,160567000,137759000,,,,,,,,,,,
00386672,조인트리,20250331002415,2024,부분(4/7),6,11597,261,604820000,,604820000,761792000,47624000,,47624000,3457210000,,809416000,,,,,,,,,,,
00389013,한국남동발전,20250331003751,2024,OK,6,10023,279,230703308332,30145064473,202409033125,20500584255,8765093025,1170113396,7594979629,13014811357,17082723739,28095563884,,,,,,,,,,,
00389110,지어소프트,20250320001207,2024,OK,11,12236,284,8722942000,9925697000,-1202755000,3168514000,259002000,376663000,-117661000,1511367000,94574000,3050853000,,41954000,,,3.65,,,3.0,,,
00389387,라임,20250321000708,2024,부분(2/7),7,17553,251,439348000000,305075660000,134272340000,,,,,,,,,,,,,,,,,,
00389970,다날,20250327001265,2024,OK,9,12009,271,11111667000,9348155000,1763512000,2431049000,514104000,462738000,51366000,3242080000,-103381000,,,,,,,,,,,,
00390055,종근당바이오,20250318001004,2024,OK,13,15266,287,13613038000,14559264000,-946226000,1766032000,583376000,633694000,-50318000,1776076000,-285604000,1715714000,,1521263000,,,4.02,,,3.57,,,8.24
00390408,인크레더블버즈,20250321001453,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00390514,이루온,20250320000755,2024,OK,10,13158,292,11458132000,9949104000,1509028000,1051850000,215655000,374041000,-158386000,494053000,822446000,893464000,1410000000,,,,3.84,,,3.0,8.78,9.29,9.035
00390903,우주일렉트로,20250318000538,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00392770,지아이티,20250331003972,2024,OK,13,12709,276,13521339000,13629783000,-108444000,1690598000,393612000,507376000,-113764000,760808000,901044000,1978105000,,,,,,,,,,,10.0
00393469,녹원씨엔아이,20250407004067,2024,OK,10,12546,272,575226000,535237000,39989000,41134000,24333000,25853000,-1520000,69855000,69329000,39613000,,,,,,,,,,,10.5
00393618,제노텍,20250314001180,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00393636,한국동서발전,20250331000632,2024,OK,5,10239,274,157210078922,122793107430,34416971492,12963654912,5647975884,4898809591,749166293,13577592170,21004378869,,,,,,,,,,,,
00394583,셀트리온스킨큐어,20250331001299,2024,OK,10,13317,271,2034654000,2433226000,-398572000,421066000,103252000,37884000,65368000,738685000,109833000,486434000,,,,,,,,,,,
00397058,엠게임,20250314000862,2024,OK,10,16159,278,81558000,0,81558000,289282000,95456000,0,95456000,87433000,3111000,384738000,,4610608000,,,,,,,5.31,10.49,7.9
00397191,팬엔터테인먼트,20250318001438,2024,부분(0/7),5,6700,242,,,,,,,,,,,,155940000,,,,,,,,,
00397207,하나투어리스트,20250331002673,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00398668,휴비츠,20250320001644,2024,OK,11,8398,285,25183604000,5199735000,19983869000,1882544000,824907000,211943000,612964000,1392812000,3936884000,2495508000,,,,,3.88,,,5.25,,,25.2
00398792,SNT모티브,20250220001279,2024,OK,7,13573,275,16171313000,126126000,16045187000,1507715000,872246000,,872246000,3865752000,1587472000,2379961000,,,,,,,,,,,3.217
00398808,디지털대성,20250318000764,2024,OK,9,12642,279,4528046000,5222369000,-694323000,907058000,158168000,275913000,-117745000,1023144000,89552000,3677806000,486806000,,,,,,,,,,9.38
00398950,성원아이북랜드,20250331000932,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00400060,이씨에스,20240613000361,2024,OK,15,13324,282,9646906000,10537992000,-891086000,1514344000,416115000,467569000,-51454000,447225000,35119000,1462890000,,,,,5.08,,,4.18,,,8.226
00400121,유아이디,20250314000811,2024,부분(1/7),2,2536,248,,,,,829785413,387746806,442038607,,,,,,,,,,,,,,
00401731,LG전자,20250317001029,2024,OK,9,12951,288,4834763000000,5194865000000,-360102000000,457375000000,204090000000,223945000000,-19855000000,308596000000,-158558000000,451321000000,530043000000,,,,,,,,,,9.53
00404288,아진엑스텍,20250320000658,2024,OK,10,13200,274,4448937009,5930429607,-1481492598,1008818985,123889976,253889468,-129999492,1220222355,49150510,894534180,,,,,,,,,,,
00404701,한국자산신탁,20250318001253,2024,OK,7,12036,278,10276346000,7250882000,3025464000,1677916000,444984000,,,1638987000,-355722000,1767922000,,,,,,,,,9.61,9.95,9.78
00405278,KG모빌리언스,20250502000280,2024,OK,13,15466,279,6827664000,6124166000,703498000,1619821000,233490000,250248000,-16758000,1572369000,-1255,1603062000,991000000,,,,,,,,,,9.12
00405320,웹젠,20250320000704,2024,OK,7,10581,274,24183769000,25816158000,-1632389000,3846876000,814242000,973472000,-159230000,2246424000,828916000,,,335000000,,,,,,,,,
00405959,스타플렉스,20250321000771,2024,OK,9,11571,271,1445959000,64025000,1381934000,143394000,77532000,2640000,74892000,214055000,-356150000,218286000,,,,,,,,,,,
00406037,CSA 코스믹,20250317000884,2024,부분(1/7),3,7802,245,,,,,,,,471494375,,,,471494000,,,,,,,,,
00406329,루멘스,20250324000461,2024,OK,11,13496,265,319038000,,319038000,46480000,11206000,,11206000,,24000,,,,,,3.975,,,4.25,,,8.088
00406727,세진티에스,20250314000658,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00407285,아이컴포넌트,20250318000193,2024,OK,9,13346,277,1963251000,154084000,1809167000,421582000,88711000,6530000,82181000,118093000,454730000,503763000,,149316000,,,,,,,,,7.32
00407771,듀오백,20250318001215,2024,부분(0/7),7,7298,543,,,,,,,,,,,,,,,,,,,,,
00407975,엔터미디어,20250401000767,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00409140,이원컴포텍,20250328002161,2024,OK,8,12280,271,2419332509,1627087296,792245213,381892932,97109796,61215792,35894004,204531212,125748827,567021529,,,,,,,,,,,
00409371,인베니아,20250321001418,2024,OK,10,12359,275,5485684000,3852537000,1633147000,846845000,114800000,193568000,-78768000,805454000,-180284000,881361000,,,,,,,,,,,9.5
00409672,티비에이치글로벌,20250320000173,2024,OK,3,13252,277,11600771000,9997791000,1602980000,1433055000,372001000,370290000,1711000,375354000,414029000,1434766000,,,,,,,,,,,5.76
00409964,하이텍팜,20250313000616,2024,OK,12,12447,284,6852246000,6996332000,-144086000,720153000,235268000,272646000,-37378000,236224000,245210000,1095834000,882222000,,,,4.01,,,5.74,,,6.12
00410915,서울옥션,20250321001666,2024,OK,13,13283,271,5528987000,5621960000,-92973000,749915000,104453000,258043000,-153590000,405046000,159263000,596325000,,,,,,,,,,,
00411048,에스앤에스텍,20250317000263,2024,OK,5,8166,275,7250058440,0,7250058440,1330580109,212563185,233045,212330140,747751985,496140315,,,,,,,,,,9.03,10.49,9.76
00411385,유비쿼스홀딩스,20250318001391,2024,OK,7,15810,273,687101769,713273579,-26171810,80163504,28414452,31605324,-3190872,45574670,58404644,76972632,,1369146521,,,,,,,,,
00411446,큐에스아이,20250317000469,2024,OK,9,13605,278,1975914139,2115173948,-139259809,317805636,126917508,146955708,-20038200,1326301580,109416825,504723944,,54481880,,,,,,,,,9.7
00411844,한길,20250331000333,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00412348,LB세미콘,20250320001686,2024,OK,6,13203,271,23066384197,18038869079,5027515118,4461126589,828844567,740428680,88415887,2470248873,463114205,,,,,,,,,,,,
00413417,우리손에프앤지,20250317000601,2024,OK,10,14609,274,12297955000,12402812000,-104857000,1844233000,496333000,488570000,7763000,2324361000,403795000,1851996000,,,,,,,,,,,
00413444,경주신라컨트리클럽,20250331001253,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00414540,대주이엔티,20250407004206,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00414601,유니퀘스트,20250320001187,2024,OK,8,12889,283,7752052000,8709366000,-957314000,1015438000,327988000,379670000,-51682000,520897000,362970000,1039473000,1095457000,75716000,,,,,,,,,7.05
00414850,효성 ITX,20250318000878,2024,OK,7,13628,280,82489295000,78371547000,4117748000,18046613000,2073043000,,,12327138000,3866476000,,18835000000,,,,,,,,2.12,9.02,5.57
00415327,중앙백신,20250317000811,2024,OK,10,14040,278,7643418000,8299385000,-655967000,728069000,295519000,309281000,-13762000,632409000,205007000,1496841000,119000000,,,,,,,,,,7.96
00415594,동국S&C,20250317000494,2024,OK,7,13946,276,1978623000,2275758000,-297135000,885024000,176944000,218281000,-41337000,1082605000,679036000,1061068000,,370029000,,,,,,,,,
00415707,엔텔스,20250312001102,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00416593,대신에프앤아이,20250331002068,2024,OK,7,13948,286,6207435000,5524596000,682839000,1584663000,188097000,196834000,-8737000,1267595000,235426000,1575926608,,355274000,,,,,,,5.52,11.76,8.64
00418041,미라콤아이앤씨,20250331002153,2024,OK,9,14995,289,123142285000,137222697000,-14080412000,10862609000,5337309000,6632524000,-1295215000,6288123000,6845883000,9778403000,,1067000000,,,4.81,,,5.87,,,
00418379,자연과환경,20250321001778,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00419873,선운,20250331003044,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00422895,세이브존I&C,20250320000981,2024,OK,12,9979,283,14323915000,14314283000,9632000,1265725000,583545000,643321000,-59776000,1882883000,273359000,1205949000,,,,,3.83,,,3.92,,,6.595
00425254,나우코스,20250318000176,2024,OK,9,13401,272,3116746000,2144170000,972576000,660626000,116901000,79588000,37313000,1083841000,389241000,697939000,,,,,,,,,,,
00425351,멀티캠퍼스,20250311000674,2024,OK,11,13818,288,51935185000,58351366000,-6416181000,5180774000,2258484000,2723154000,-464670000,3027942000,-2882933000,4636133000,7105519000,507447000,,,,,,,,,7.68
00426086,티케이지휴켐스,20250313001222,2024,OK,6,12028,275,21947207000,21971177000,-23970000,1989124000,785813000,875345000,-89532000,3029447000,1545710000,1899591794,,,,,,,,,,,
00427137,대구시민프로축구단,20250328002386,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00428251,현대백화점,20250318001045,2024,OK,9,12890,283,296180991000,332729952000,-36548961000,27070522000,10495544000,14010923000,-3515379000,17503285000,24060619000,31157786000,12007000000,,,,,,,,,,
00429889,지에스이앤알,20250318000442,2024,OK,6,10097,278,32755312709,36983295781,-4227983072,3622151495,1191938082,1578026807,-386088725,5531204967,1815523015,,,2844000000,,,,,,,,,
00435312,하이스틸,20250312001033,2024,OK,7,5585,274,8662878000,7681790000,981088000,922754000,292979000,231068000,61911000,440255000,281178000,984665000,,,,,,,,,,,3.32
00437277,문경관광개발,20250328000830,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00437514,수자원기술,20250331003142,2024,부분(2/7),2,10492,253,,3330584000,-1698666000,,,,,218963000,,93472905,,,,,,,,,,,
00438036,팅크웨어,20250319001133,2024,OK,8,12754,284,7341522504,6382446168,959076336,628525194,309365448,306910976,2454472,1712916092,265122601,630979666,,,2.9,4.65,3.775,,,,,,7.09
00438708,곰앤컴퍼니,20250328001820,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00439965,나노신소재,20250331002537,2024,ZIP아님,,,,,,,,,,,,,,,,,,,,,,,,
00441243,형지엘리트,20240920000129,2024,부분(1/7),7,13407,245,419345000,,419345000,,,,,,,,,,,,,,,,,,
00441447,케이씨티,20250318001150,2024,OK,8,12324,277,1700178000,1720402000,-20224000,169429000,62842000,87053000,-24211000,503653000,147908000,232260000,177354000,,,,,,,,,,8.3
00441650,케이씨에스,20250318001194,2024,OK,12,13879,280,2652568000,2802005000,-149437000,265201000,94435000,97979000,-3544000,153956000,107808000,261657000,,,,,3.63,,,5.02,,,7.4
00442561,에프알텍,20250321001679,2024,OK,11,14524,281,1505844000,356302000,1149542000,54743000,47246000,11870000,35376000,1610736000,23644000,,,90119000,,,3.46,,,4.0,,,6.93
00442570,제우스,20250321000491,2024,OK,12,11643,273,641234000,397763000,243471000,101418000,15817000,10962000,4855000,9184000,66270000,106273000,,3367769000,,,,,,,,,
00442631,태양기계,20250320001616,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00442826,대봉엘에스,20250321000601,2024,부분(0/7),4,14577,242,,,,,,,,,,,,996308080,,,,,,,,,
00442835,메타랩스,20250320001179,2024,OK,7,14176,272,486618000,533764000,-47146000,129250000,19484000,25138000,-5654000,161821000,-36282000,123596000,88142000,,,,,,,,,,
00442905,대성파인텍,20250311000650,2024,부분(0/7),8,11054,242,,,,,,,,,,,,623063000,,,,,,,,,
00444329,위메이드,20250320001699,2024,OK,7,13231,278,7351292000,8445687000,-1094395000,2108102000,398848000,530884000,-132036000,4388912000,413363000,1983369000,,,,,,,,,,,9.5
00445054,하나마이크론,20250320001741,2024,OK,5,7762,290,63969768000,69532253000,-5562485000,9572791000,1857443000,2274424000,-416981000,5978781000,3921194000,,6937000000,75000000,,,,,,,7.96,9.38,8.67
00445799,서원인텍,20250320001139,2024,부분(0/7),1,1235,372,,,,,,,,,,,,,,,,,,,,,
00445841,MDS테크,20250320001212,2024,OK,9,13669,287,12066292000,11702283000,364009000,1520607000,376111000,389945000,-13834000,1097749000,487838000,1558230000,1640323000,,,,,,,,5.98,11.12,8.55
00446479,신비앤텍,20250331000818,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00447502,바이오톡스텍,20250320001110,2024,OK,8,12867,289,6032383000000,2991692000000,3040691000000,1061363000000,207698000000,94140000000,113558000000,1758166000000,335137000000,1054703000000,,180264000000,,,,,,,,,
00447575,제이앤티씨,20250321001542,2024,OK,8,12819,283,17707441000,17333827000,373614000,1778704000,634944000,639160000,-4216000,1245098000,298435000,1774488000,,,,,,,,,5.39,10.21,7.8
00447609,비에이치,20250326000026,2024,OK,6,12101,274,31952401000,29571318000,2381083000,5461629000,1185419000,1329201000,-143782000,4434769000,4441787000,,,,,,,,,,,,
00447760,미래컴퍼니,20250320001352,2024,OK,11,13811,281,10893997000,12377914000,-1483917000,1890775000,388184000,438755000,-50571000,1253480000,-498110000,2208573000,306041000,,,,,,,,,,5.5
00447928,네오티스,20250318000900,2024,OK,7,15179,277,5433740000,3812758000,1620982000,1071722000,179025000,218509000,-39484000,778852000,-84315000,1032238000,,,,,,,,,,,6.5
00449254,쎄트렉아이,20250317000607,2024,부분(0/7),4,7952,595,,,,,,,,,,,,,,,,,,,,,
00449379,도이치모터스,20250321001755,2024,OK,6,12654,287,23996394878,26076969356,-2080574478,6018256335,768957573,846821783,-77864210,4118290846,284393644,6521094847,,894150000,,,,,,,3.93,9.93,6.93
00450339,에스에프씨,20250328000622,2024,부분(0/7),3,10224,484,,,,,,,,,,,,,,,,,,,,,
00450995,대모,20250319000480,2024,OK,9,14243,274,4443325000,5217567000,-774242000,527036000,94096000,204236000,-110140000,323139000,-140770000,416895000,,,,,,,,,,,8.5
00451763,이지메디컴,20250328001790,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00453284,교촌에프앤비,20250324000180,2024,OK,14,14025,282,16236860000,16930050000,-693190000,2480264000,515234000,683673000,-168439000,2780223000,2802099000,2311825000,2883000000,,,,,,,,,,9.62
00453929,메디포스트,20250320001185,2024,OK,8,13810,300,11481106000,11991837000,-510731000,1860562000,381415000,459821000,-78406000,846332000,683540000,1782155340,,,3.68,3.79,3.735,4.5,5.0,4.75,6.82,10.7,8.76
00454946,그린케미칼,20250318000396,2024,OK,4,10087,278,15406283927,14095911305,1310372622,1692057891,405179667,547640668,-142461001,651302290,1235753927,,1885411104,,,,,,,,,,8.9
00455389,메르세데스벤츠파이낸셜서비스코리아,20250331002130,2024,OK,11,13185,277,5908053000,0,5908053000,923753000,186595000,0,186595000,820737000,127133000,1110348000,,,,,3.3,,,5.0,,,4.02
00455875,와토스코리아,20250318001383,2024,OK,8,13198,272,5455402467,4126050180,1329352287,431233561,211271820,178558140,32713680,193235770,50438561,463947241,,,,,,,,,,,
00456218,모두투어,20250313000623,2024,OK,5,11615,270,1253373000,0,1253373000,248358000,45630000,0,45630000,123178000,128115000,293988000,,,,,,,,,,,4.6
00458562,에이티세미콘,20250321000973,2024,부분(3/7),4,3450,256,3402367240,3569090967,-166723727,568257350,,,,,,568257350,,,,,,,,,,,
00459844,푸본현대생명보험,20250328000873,2024,OK,6,15558,275,25372000000,22331000000,3041000000,3622000000,817000000,897000000,-80000000,2709000000,1026000000,,,615000000,,,,,,,,,
00461593,한화토탈에너지스,20250331002298,2024,OK,8,13588,283,188589139000,205737687000,-17148548000,14810123000,9214998000,11054504000,-1839506000,24189825000,11893770000,15440335000,,2469718000,,,,,,,,,
00462121,이노와이어리스,20250319000954,2024,OK,8,14264,273,1656055126,1460760286,195294840,367936455,50958468,175413120,-124454652,2747659299,-1980454,,,2729528000,,,,,,,,,
00466428,아미노로직스,20250321001662,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00469799,이엔플러스,20250407004328,2024,OK,8,12169,283,4824221000,3431028000,1393193000,1393320000,178178000,203956000,-25778000,680022000,-203312000,1367543000,,,,,,,,,7.53,8.53,8.03
00471068,덕산하이메탈,20250327000920,2024,부분(3/7),2,2013,256,8874852000,7876663000,998189000,,,,,,,,,586781000,,,,,,,,,9.04
00472890,동국알앤에스,20250314001302,2024,OK,8,14066,287,6678241000,6893763000,-215522000,889391000,255532000,272120000,-16588000,739165000,223141000,872803000,912212000,287257000,,,,,,,6.516,8.223,7.3695
00474588,한중엔시에스,20250318000746,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00475718,이엠앤아이,20250321001534,2024,OK,8,10825,272,633994000,144401000,489593000,145204000,10716000,6656000,4060000,91932000,-19410000,149265000,,,,,,,,,,,11.06
00475736,앤알커뮤니케이션,20250327000512,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00475985,시너지이노베이션,20250321000274,2024,OK,3,3568,272,2024527000,157472000,1867055000,26340000,2269000,,,,18819000,,,1195909000,,,,,,,7.99,9.72,8.855
00476939,렉스필드컨트리클럽,20250331002105,2024,OK,9,12917,271,1614263000,1339482000,274781000,280294000,60444000,67859000,-7415000,223659000,47160000,272879000,,,,,,,,,,,
00478900,빅솔론,20250311000820,2024,부분(3/7),7,13987,260,13031004000,12309890000,721114000,,,486692000,,767197000,,1293686000,,,,,,,,,,,
00479787,인텍플러스,20250318000533,2024,OK,9,15193,287,10782996000,11383373000,-600377000,1765230000,424765000,520921000,-96156000,1108559000,686570000,1669074000,1000000000,,,,4.83,,,5.0,,,13.5
00480048,모다이노칩,20250317000262,2024,OK,4,14717,268,8147858486,7602997930,544860556,1457543594,278292078,0,278292078,2233909845,453623576,,,,,,,,,,,,
00480455,STX엔진,20250321000939,2024,OK,7,14232,277,38734811000,31324000,38703487000,2443094000,1515526000,,1515526000,3864901000,2852858000,,,2787000000,,,,,,,,,6.28
00480783,상신이디피,20250331002207,2024,부분(1/7),8,13303,251,,,,,,,,1818141000,,1870643000,,1870643000,,,,,,,,,
00481454,금호타이어,20250318001169,2024,OK,8,13007,282,417331000000,250168000000,167163000000,32797000000,15414000000,8734000000,6680000000,48416000000,48097000000,53672000000,,,,,,,,,,,6.22
00484682,엘오티베큠,20250321000995,2024,부분(3/7),5,15549,263,,,,26703000,2068000,2227000,-159000,197119000,-1140000,45564000,,5368754000,,,,,,,,,
00486097,KT나스미디어,20250320000791,2024,OK,9,15145,286,25750870000,22068938000,3681932000,4437823000,909897000,854872000,55025000,2224924000,840402000,5275268000,4240000000,1305670000,,,,,,,,,6.44
00486370,성창오토텍,20250320001322,2024,OK,6,13298,278,9763235000,4035314000,5727921000,965709000,130181000,153606000,-23425000,811376000,-339881000,942284000,,129000000,,,,,,,,,6.9
00486875,우양,20250321000942,2024,OK,8,12918,276,799270000,339713000,459557000,500080000,19529000,11234000,8295000,229741000,24474000,1392530000,226986000,,,,,,,,,,9.81
00488989,한양디지텍,20250317000462,2024,OK,9,13057,271,8125114693,8373752111,-248637418,819834767,80582072,396973188,-316391116,63975430,425765058,679638254,,,,,,,,,,,
00489243,동아엘텍,20250318001039,2024,OK,10,13796,283,16493838000,17129210000,-635372000,2015384000,710787000,778536000,-67749000,3112342000,934183000,1947634000,,,,,,,,,8.06,9.75,8.905
00490090,이지케어텍,20240619000159,2024,OK,11,11037,282,18735319000,21125197000,-2389878000,2212301000,686901000,837743000,-150842000,1625172000,919747000,2061459000,2242000000,,,,,,,,,,6.28
00490151,파트론,20250311000929,2024,OK,10,12528,284,26623919000,30819495000,-4195576000,2696263000,1054309000,1300806000,-246497000,2290640000,1840580000,2598727000,,148961000,,,,,,,,,6.97
00491053,진바이오텍,20250314000599,2024,OK,15,11597,289,3705942000,3909051000,-203109000,356929000,124412000,155662000,-31250000,211858000,93240000,325679000,,,3.53,3.88,3.705,3.8,4.97,4.385,,,
00491336,잘만테크,20250331003111,2024,OK,9,12216,275,1165593000,1065530000,100063000,194087000,36928000,32060000,4868000,18300000,44801000,198955000,,,,,,,,,,,7.9874
00492353,파이오링크,20250317000451,2024,부분(0/7),7,11630,478,,,,,,,,,,,,,,,,,,,,,
00493185,제이스텍,20250319000708,2024,부분(4/7),9,13345,271,134951000000,,134951000000,25924000000,1158000000,,1158000000,4865000000,26505000000,27082000000,,,,,,,,,,,
00494218,엘엠에스,20250320001345,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00494476,이녹스,20250318001304,2024,OK,7,15050,280,4957943000,167481000,4790462000,296998000,199527000,,199527000,161233000,-151670000,487040000,,718629000,,,,,,,5.5,6.85,6.175
00495086,픽셀플러스,20250321000284,2024,OK,9,14816,277,4705349000,4503883000,201466000,296114000,156566000,165235000,-8669000,155449000,218321000,287445000,,554789000,,,,,,,,,3.87
00497631,티플랙스,20250321000839,2024,부분(0/7),5,9620,591,,,,,,,,,,,,,,,,,,,,,
00498001,모베이스,20250319000144,2024,OK,6,12975,271,72876078222,22791808885,50084269337,6927086086,2947817777,,,5879832455,5058459379,8815827099,,,,,,,,,,,
00500254,GS,20250318001410,2024,부분(3/7),6,14537,259,539470000000,610662000000,-71192000000,,,,,8814000000,1684000000,,,,,,,,,,,,
00501970,퀀타피아,20250321001777,2024,OK,7,13424,266,427649201,375489648,52159553,213365153,17165515,23657523,-6492008,219068115,5433946,,,,,,,,,,,,
00502410,오릭스캐피탈코리아,20240628000409,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00503668,LIG넥스원,20250321002001,2024,OK,11,14189,289,338576471000,370384508000,-31808037000,32062340000,13388620000,15997592000,-2608972000,32630815000,37409550000,29453367000,,,,,,,,,8.747,9.52,9.1335
00506294,가비아,20250319000755,2024,부분(0/7),4,14500,528,,,,,,,,,,,,,,,,,,,,,
00508274,일진다이아,20250312000641,2024,OK,9,13810,277,14054795000,697384000,13357411000,2092777000,530519000,30988000,499531000,1551761000,728037000,2592308000,962563000,,,,,,,,,,
00508344,SK디앤디,20250314001183,2024,OK,8,13336,271,10930134824,12799861994,-1869727170,2719973126,366674975,693465592,-326790617,2540908969,132500558,,,,,,,,,,,,
00513948,녹십자엠에스,20250319001141,2024,OK,7,9460,283,5360451000,4244208000,1116243000,827179000,241978000,,241978000,1718208000,153990000,866483000,2011598000,,,,,,,,6.95,9.91,8.43
00516246,알에프세미,20250401003297,2024,부분(4/7),4,7871,268,2328037000,,2328037000,455965000,119203000,,119203000,579355000,77526000,575168000,,99265000,,,,,,,,,
00519252,THE E&M,20250320001018,2024,부분(0/7),4,7108,432,,,,,,,,,,,,,,,,,,,,,
00520610,씨큐브,20250318000197,2024,OK,10,12691,280,10166464000,10311930000,-145466000,1003060000,284119000,403315000,-119196000,1335102000,907740000,1295080000,,89000000,,,,,,,,,6.76
00521433,엔지브이아이,20250320000475,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00523176,광동헬스바이오,20250317000395,2024,OK,10,11712,272,3758098869,2206688198,1551410671,672589159,140237522,70508598,69728924,708800078,227826192,742318083,,,,,,,,,,,
00524421,테스,20250314001042,2024,OK,7,11609,276,16243900000,21669939000,-5426039000,1977650000,599753000,872794000,-273041000,1426006000,1333647000,1704609000,,,,,,,,,,,
